id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1511754726924177410	1511754726924177410	2022-04-06 10:16:28 PDT	2022-04-06	10:16:28	-0700	963213830	ucdavisplants	UC Davis Plants		Self-eating cells: TODAY's Seminar features Adrian Daughinee of Swedish University of Agriculture discussing his work on #CropImprovement. 12:10pm PDT, contact us for Zoom.  https://t.co/wNvjHMAKkq #CellBiology #autophagy  https://t.co/VolXeMF7I6	en	[]	['http://bit.ly/PlantSciSeminars']	['https://pbs.twimg.com/media/FPrFlZpVcAAWYi-.jpg']	0	0	1	['cropimprovement', 'cellbiology', 'autophagy']	[]	https://twitter.com/UCDavisPlants/status/1511754726924177410	False		1	https://pbs.twimg.com/media/FPrFlZpVcAAWYi-.jpg							[]				
1511738591944216578	1511738590245519362	2022-04-06 09:12:21 PDT	2022-04-06	09:12:21	-0700	1438185089049841666	jurneylab	JurneyLab		#endothelial #cellbiology, #biomaterials, and/or #fluidmechanics, as well as a desire to pursue an academic appointment as a university professor/instructor. The position will be funded through the National Institutes of Health (NIH) Diversity Supplement Program,	en	[]	[]	[]	1	0	0	['endothelial', 'cellbiology', 'biomaterials', 'fluidmechanics']	[]	https://twitter.com/JurneyLab/status/1511738591944216578	False		0								[]				
1511722114692354056	1511722114692354056	2022-04-06 08:06:53 PDT	2022-04-06	08:06:53	-0700	1265375835382517766	discoverzellx	ZELLX® - Affordable Reagents and BioAssays		The highest quality reagents The most sensitive assays #ZellX, Less is More   https://t.co/rIGD8DUFd0  https://t.co/gK7mFceax8  #assays #biology #biotech #lifesciences #molecularbiology #cellbiology #chemicals #quality  https://t.co/EWaTTk6jiY	en	[]	['https://zellx.de/', 'https://www.zellx-biochem.de/']	['https://pbs.twimg.com/media/FPq3E0IXIAEq7Hd.jpg']	0	0	0	['zellx', 'assays', 'biology', 'biotech', 'lifesciences', 'molecularbiology', 'cellbiology', 'chemicals', 'quality']	[]	https://twitter.com/DiscoverZELLX/status/1511722114692354056	False		1	https://pbs.twimg.com/media/FPq3E0IXIAEq7Hd.jpg							[]				
1511693256744218628	1511693256744218628	2022-04-06 06:12:12 PDT	2022-04-06	06:12:12	-0700	1088822892241006593	yellowsalamand3	🇺🇦 YellowSalamander_Art		Wanna show you a painting by a friend of mine. Her name is Liudmyla. And this is #CellBiology art, Chalmydia Available here:  https://t.co/UAQAlkdl15 #Cytology #scienceart #microbiology  https://t.co/P4b7QMqMJn	en	[]	['https://etsy.com/listing/1210495865/cell-biology-art-hematology-art']	['https://pbs.twimg.com/media/FPqc8rKXIAg-5sc.jpg']	0	0	1	['cellbiology', 'cytology', 'scienceart', 'microbiology']	[]	https://twitter.com/YellowSalamand3/status/1511693256744218628	False		1	https://pbs.twimg.com/media/FPqc8rKXIAg-5sc.jpg							[]				
1511686969411182600	1511686969411182600	2022-04-06 05:47:13 PDT	2022-04-06	05:47:13	-0700	1321806241161711622	milanruffini	Milan Ruffini Collins		Really enjoyed my first @Official_BSCB meeting and my first selected talk! Look forward to meeting everyone again!! #BSCBDB22 #CellBiology  https://t.co/cXhtALShTz	en	[{'screen_name': 'official_bscb', 'name': 'bscb', 'id': '554491879'}]	[]	['https://pbs.twimg.com/media/FPqXRoOWYAUf8IB.jpg']	0	0	2	['bscbdb22', 'cellbiology']	[]	https://twitter.com/MilanRuffini/status/1511686969411182600	False		1	https://pbs.twimg.com/media/FPqXRoOWYAUf8IB.jpg							[]				
1511675096427024390	1511675096427024390	2022-04-06 05:00:03 PDT	2022-04-06	05:00:03	-0700	841926920711331840	cell_res	Cell Research		From our #OpenAccess #SisterJournal, @CellDiscovery  In this study, researchers affiliated to @PKU1898 explored #naringenin as a putative agent for inhibiting #AbdominalAorticAneurysm.  Read more here. 👉  https://t.co/dWAz98HMIm  #LifeSciences #CellBiology #aneurysm #CellResearch  https://t.co/6EyqzxKVb4	en	[{'screen_name': 'celldiscovery', 'name': 'cell discovery', 'id': '855073414570098688'}, {'screen_name': 'pku1898', 'name': 'peking university', 'id': '850157859065151488'}]	['https://www.nature.com/articles/s41421-021-00363-1']	['https://pbs.twimg.com/media/FPpMBOoVsAQ9yMu.jpg']	0	0	1	['openaccess', 'sisterjournal', 'naringenin', 'abdominalaorticaneurysm', 'lifesciences', 'cellbiology', 'aneurysm', 'cellresearch']	[]	https://twitter.com/cell_res/status/1511675096427024390	False		1	https://pbs.twimg.com/media/FPpMBOoVsAQ9yMu.jpg							[]				
1511668216053088258	1511668216053088258	2022-04-06 04:32:42 PDT	2022-04-06	04:32:42	-0700	1354084943907971076	iac_2022	IAC 2022		"#IAC2022_Athens | Plenary Speaker  Georgios S. Sotiriou from the Department of #Microbiology, #Tumor and #CellBiology from Karolinska Institutet in Stockholm, is joining us!  Presentation Title: ""#Engineering #nanostructured materials for #biomedicine by #aerosol processes""  https://t.co/m9aZ2R3f9n"	en	[]	[]	['https://pbs.twimg.com/media/FPqFNGcWYAMWVQ6.jpg']	0	2	8	['iac2022_athens', 'microbiology', 'tumor', 'cellbiology', 'engineering', 'nanostructured', 'biomedicine', 'aerosol']	[]	https://twitter.com/IAC_2022/status/1511668216053088258	False		1	https://pbs.twimg.com/media/FPqFNGcWYAMWVQ6.jpg							[]				
1511656559075635200	1511656559075635200	2022-04-06 03:46:23 PDT	2022-04-06	03:46:23	-0700	1116450008	phasefocus1	Phasefocus		#Livecyte's Mitosis Dashboard can quantify assay-level changes in cell division behaviour in response to treatment. Here the number of cell division events drops with higher concentrations of Nocodazole, but also the time spent in #mitosis increases  #livecellimaging #cellbiology  https://t.co/THzlYjB7lY	en	[]	[]	['https://pbs.twimg.com/media/FPp7n_DXMAIhpcT.jpg']	0	5	16	['livecyte', 'mitosis', 'livecellimaging', 'cellbiology']	[]	https://twitter.com/PhaseFocus1/status/1511656559075635200	False		1	https://pbs.twimg.com/media/FPp7n_DXMAIhpcT.jpg							[]				
1511648617744023557	1511648617744023557	2022-04-06 03:14:50 PDT	2022-04-06	03:14:50	-0700	3388645637	cells_mdpi	Cells MDPI		"#TopicalCollection ""#Retina in Health and Disease"" edited by Prof. Dr. Maurice Ptito is open for #submissions! #cellsmdpi #cellbiology  More info:  https://t.co/AVNI3YT4kC  https://t.co/pmhduADnPL"	en	[]	['http://ow.ly/pHfH50IBMaf']	['https://pbs.twimg.com/media/FPp0aG3XIAALw20.png']	0	0	1	['topicalcollection', 'retina', 'submissions', 'cellsmdpi', 'cellbiology']	[]	https://twitter.com/Cells_MDPI/status/1511648617744023557	False		1	https://pbs.twimg.com/media/FPp0aG3XIAALw20.png							[]				
1511644369631162370	1511644369631162370	2022-04-06 02:57:57 PDT	2022-04-06	02:57:57	-0700	1100926826795302913	jineuroscience	Journal of Integrative Neuroscience		@JINeuroscience #Gastrodin suppresses pyroptosis and exerts #neuroprotective effect in #traumaticbraininjury model by inhibiting #NLRP3 #inflammasome #signalingpathway  https://t.co/DMy5hvLYO4 #TBI #brain #oxidativestress #CellBiology  https://t.co/hm6oSObBaR	en	[]	['https://www.imrpress.com/journal/JIN/21/2/10.31083/j.jin2102072']	['https://pbs.twimg.com/media/FPpwao7VIAQekjn.jpg', 'https://pbs.twimg.com/media/FPpwb1-VQAM3-Hu.jpg', 'https://pbs.twimg.com/media/FPpwfS-VIAAIA0G.jpg', 'https://pbs.twimg.com/media/FPpwhbIVkAMxFzp.jpg']	0	1	1	['gastrodin', 'neuroprotective', 'traumaticbraininjury', 'nlrp3', 'inflammasome', 'signalingpathway', 'tbi', 'brain', 'oxidativestress', 'cellbiology']	[]	https://twitter.com/JINeuroscience/status/1511644369631162370	False		1	https://pbs.twimg.com/media/FPpwao7VIAQekjn.jpg							[]				
1511641038259109890	1511641038259109890	2022-04-06 02:44:43 PDT	2022-04-06	02:44:43	-0700	3388645637	cells_mdpi	Cells MDPI		"""#Mesenchymal Stem #Cells as a #Bio #Organ for Treatment of Female #Infertility"" from Esfandyari et al. #cellsmdpi #cellbiology #mesenchymalstemcells #MSCs #reproductivesystem #stemcelltherapy  Full text:  https://t.co/ruOipkjzeX  https://t.co/X5YaF77nKN"	en	[]	['https://www.mdpi.com/2073-4409/9/10/2253']	['https://pbs.twimg.com/media/FPptg59X0AQhjMI.png']	0	0	1	['mesenchymal', 'cells', 'bio', 'organ', 'infertility', 'cellsmdpi', 'cellbiology', 'mesenchymalstemcells', 'mscs', 'reproductivesystem', 'stemcelltherapy']	[]	https://twitter.com/Cells_MDPI/status/1511641038259109890	False		1	https://pbs.twimg.com/media/FPptg59X0AQhjMI.png							[]				
1511636204860620800	1511636204860620800	2022-04-06 02:25:30 PDT	2022-04-06	02:25:30	-0700	3388645637	cells_mdpi	Cells MDPI		"""The Roles of #Ubiquitin in Mediating #Autophagy"" from Yin et al. #cellsmdpi #cellbiology #lysosome #selectiveautophagy  Full text:  https://t.co/yX0VZwEJ4O  https://t.co/H40Z44xJ7z"	en	[]	['https://www.mdpi.com/2073-4409/9/9/2025']	['https://pbs.twimg.com/media/FPppHkqWQAA_Pr6.png']	0	0	1	['ubiquitin', 'autophagy', 'cellsmdpi', 'cellbiology', 'lysosome', 'selectiveautophagy']	[]	https://twitter.com/Cells_MDPI/status/1511636204860620800	False		1	https://pbs.twimg.com/media/FPppHkqWQAA_Pr6.png							[]				
1511622658588393474	1511622658588393474	2022-04-06 01:31:41 PDT	2022-04-06	01:31:41	-0700	3388645637	cells_mdpi	Cells MDPI		"""Transient Receptor Potential Canonical (#TRPC) Channels: Then and Now"" from Chen et al. #cellsmdpi #cellbiology #TransientReceptorPotentialCanonical  Full text:  https://t.co/Q48VhNtGux  https://t.co/Ucf2sR81Jm"	en	[]	['https://www.mdpi.com/2073-4409/9/9/1983']	['https://pbs.twimg.com/media/FPpczDDXEAIcFsx.png']	0	0	1	['trpc', 'cellsmdpi', 'cellbiology', 'transientreceptorpotentialcanonical']	[]	https://twitter.com/Cells_MDPI/status/1511622658588393474	False		1	https://pbs.twimg.com/media/FPpczDDXEAIcFsx.png							[]				
1511611038482976769	1511611038482976769	2022-04-06 00:45:30 PDT	2022-04-06	00:45:30	-0700	727421022140387328	nefalibata_	Prashant Tewari		Glimpses of Poster Presentation at Marine Biology Department annual get together, 2022! @CharneySchoolMS @UofHaifa  #devbiology #seaurchins #cytoskeleton #CellBiology  https://t.co/jJNgEBtQc3	en	[{'screen_name': 'charneyschoolms', 'name': 'the leon h. charney school of marine sciences', 'id': '1419934632968134664'}, {'screen_name': 'uofhaifa', 'name': 'university of haifa', 'id': '37385550'}]	[]	['https://pbs.twimg.com/media/FPpSNcFXwAIUj_R.jpg', 'https://pbs.twimg.com/media/FPpSONIWQAIt2CQ.jpg']	0	0	5	['devbiology', 'seaurchins', 'cytoskeleton', 'cellbiology']	[]	https://twitter.com/Nefalibata_/status/1511611038482976769	False		1	https://pbs.twimg.com/media/FPpSNcFXwAIUj_R.jpg							[]				
1511522273454292994	1511522273454292994	2022-04-05 18:52:47 PDT	2022-04-05	18:52:47	-0700	2249573071	drjviollet	V10LLET		Researching #biochemistry #cellbiology #biology? Publish #openresearch #openscience #openaccess with F1000Research	en	[]	[]	[]	0	2	0	['biochemistry', 'cellbiology', 'biology', 'openresearch', 'openscience', 'openaccess']	[]	https://twitter.com/DRJViollet/status/1511522273454292994	False	https://twitter.com/F1000Research/status/1511340520248946700	0								[]				
1511520715840839692	1511520715840839692	2022-04-05 18:46:36 PDT	2022-04-05	18:46:36	-0700	1136668549718708225	vincelius	VirginSlayerIncelius		ScienceMagazine: Studying cancer cells and fibroblasts, researchers in @SciSignal discover glucocorticoid receptor restrains uncontrolled cell growth in #cancer by associating with RAS complexes through a nongenomic mechanism. #CellBiology …  https://t.co/xInTyM8TEx	en	[{'screen_name': 'scisignal', 'name': 'science signaling', 'id': '137777298'}]	[]	['https://pbs.twimg.com/media/FPn8TLTXwAAUY8h.png']	0	1	1	['cancer', 'cellbiology']	[]	https://twitter.com/VIncelius/status/1511520715840839692	False		1	https://pbs.twimg.com/media/FPn8TLTXwAAUY8h.png							[]				
1511516558421635072	1511516558421635072	2022-04-05 18:30:04 PDT	2022-04-05	18:30:04	-0700	32372834	sciencemagazine	Science Magazine		Studying cancer cells and fibroblasts, researchers in @SciSignal discover glucocorticoid receptor restrains uncontrolled cell growth in #cancer by associating with RAS complexes through a nongenomic mechanism. #CellBiology  https://t.co/tvqmdRaSIp  https://t.co/b8wdB8xTNs	en	[{'screen_name': 'scisignal', 'name': 'science signaling', 'id': '137777298'}]	['https://fcld.ly/305p2mi']	['https://pbs.twimg.com/media/FPn8TLTXwAAUY8h.png']	0	19	70	['cancer', 'cellbiology']	[]	https://twitter.com/ScienceMagazine/status/1511516558421635072	False		1	https://pbs.twimg.com/media/FPn8TLTXwAAUY8h.png							[]				
1511425030529466373	1511425030529466373	2022-04-05 12:26:22 PDT	2022-04-05	12:26:22	-0700	1693390790	edwinvanbloois	Edwin van Bloois, PhD		#Cellbiology #Drugdevelopment    https://t.co/qi8hY96pLH	und	[]	['https://www.fiercebiotech.com/research/newly-discovered-cell-type-penn-scientists-propose-copd-drug-development-strategy']	[]	0	0	0	['cellbiology', 'drugdevelopment']	[]	https://twitter.com/edwinvanbloois/status/1511425030529466373	False		0								[]				
1511376436078293003	1511376436078293003	2022-04-05 09:13:17 PDT	2022-04-05	09:13:17	-0700	2361649716	particledoc	Bangs Labs –– an Ott Scientific company		Cold treatment for insulin-making cells points to diabetes cure  https://t.co/FOJsl36TEa  #CellBiology #Cryopreservation #CellViability #Diabetes	en	[]	['https://www.nature.com/articles/d41586-022-00736-w']	[]	0	0	1	['cellbiology', 'cryopreservation', 'cellviability', 'diabetes']	[]	https://twitter.com/ParticleDoc/status/1511376436078293003	False		0								[]				
1511334593948966912	1511334593948966912	2022-04-05 06:27:01 PDT	2022-04-05	06:27:01	-0700	1113553373608009728	tyskalabactual	Matt Tyska		I don’t always study condensates, but when I do...  #cellbiology #filopodia #myosin #molecularmotors #phaseseparation @VUCellImaging @VanderbiltCDB  https://t.co/0EeoHjigK1	en	[{'screen_name': 'vucellimaging', 'name': 'vanderbilt cell imaging shared resource', 'id': '1068602338779308032'}, {'screen_name': 'vanderbiltcdb', 'name': 'vanderbilt cell and developmental biology', 'id': '1228773599231782912'}]	[]	['https://pbs.twimg.com/tweet_video_thumb/FPlWxPIWQAMehNv.jpg']	4	22	269	['cellbiology', 'filopodia', 'myosin', 'molecularmotors', 'phaseseparation']	[]	https://twitter.com/TyskaLabActual/status/1511334593948966912	False		1	https://pbs.twimg.com/tweet_video_thumb/FPlWxPIWQAMehNv.jpg							[]				
1511328175086882817	1511328175086882817	2022-04-05 06:01:30 PDT	2022-04-05	06:01:30	-0700	281031538	bioinformer	Jonathan Jacobs 🦠🧬🛠🕹🚀⚙️		"Are you a ""tech savy"" biologist w/experience in #CellBiology? Want to step away from the bench and transition to #datascience? 👀 Join us! &gt;&gt; Lead Biologist - #LIMS Implementation Specialist @officialATCC  https://t.co/2b8gTmxk45 #biology #biotechjobs #jobs Please share and RT!"	en	[{'screen_name': 'officialatcc', 'name': 'atcc', 'id': '2244566827'}]	['https://buff.ly/3LJ1ud4']	[]	0	7	4	['cellbiology', 'datascience', 'lims', 'biology', 'biotechjobs', 'jobs']	[]	https://twitter.com/bioinformer/status/1511328175086882817	False		0								[]				
1511318665924386823	1511318665924386823	2022-04-05 05:23:43 PDT	2022-04-05	05:23:43	-0700	65423872	stratech_uk	Stratech Scientific		Congratulations to Katie from @sheffielduni who won our @GIANTmicrobes yesterday #BSCBDB22 @_BSDB_ @Official_BSCB #research #cellbiology #developmentalbiology #lifesciences  https://t.co/sn0cTElOpl	en	[{'screen_name': 'sheffielduni', 'name': 'the university of sheffield', 'id': '19341622'}, {'screen_name': 'giantmicrobes', 'name': 'giantmicrobes, inc.', 'id': '153258015'}, {'screen_name': '_bsdb_', 'name': 'british society for developmental biology', 'id': '1076086120209960960'}, {'screen_name': 'official_bscb', 'name': 'bscb', 'id': '554491879'}]	[]	['https://pbs.twimg.com/media/FPlIEWRXIAUo1DM.jpg']	0	0	8	['bscbdb22', 'research', 'cellbiology', 'developmentalbiology', 'lifesciences']	[]	https://twitter.com/Stratech_UK/status/1511318665924386823	False		1	https://pbs.twimg.com/media/FPlIEWRXIAUo1DM.jpg							[]				
1511312730233335814	1511312730233335814	2022-04-05 05:00:08 PDT	2022-04-05	05:00:08	-0700	1248377861083475968	moosmosise	Moosmosis Education		Cell Biology 101 - Function and Biogenesis of Cellular Membranes: The Endoplasmic Reticulum [Biology, MCAT, USMLE] #cellbiology #stem #science #cellular #endoplasmicreticulum #membrane #cell #medicine #health #med  https://t.co/mnfxp7yn0e	en	[]	['http://moosmosis.org/2022/04/05/cell-biology-101-function-and-biogenesis-of-cellular-membranes-the-endoplasmic-reticulum-biology-mcat-usmle/']	[]	0	3	3	['cellbiology', 'stem', 'science', 'cellular', 'endoplasmicreticulum', 'membrane', 'cell', 'medicine', 'health', 'med']	[]	https://twitter.com/MoosmosisE/status/1511312730233335814	False		0								[]				
